age,year,area,f
19,1976,1,0.039706844
20,1976,1,0.038850148
21,1976,1,0.038149248
22,1976,1,0.037581116
23,1976,1,0.037124454
24,1976,1,0.036760286
25,1976,1,0.036472173
26,1976,1,0.036246073
27,1976,1,0.036070169
28,1976,1,0.035934692
29,1976,1,0.035831608
30,1976,1,0.0357543
31,1976,1,0.035697362
32,1976,1,0.035656439
33,1976,1,0.03562799
34,1976,1,0.035609194
35,1976,1,0.035597766
36,1976,1,0.035591932
37,1976,1,0.035590243
38,1976,1,0.035590243
39,1976,1,0.035590243
40,1976,1,0.035590243
1,1977,1,0.00012726924
2,1977,1,0.00090305144
3,1977,1,0.0163094829
4,1977,1,0.05292851
5,1977,1,0.042573642
6,1977,1,0.031319559
7,1977,1,0.036787289
8,1977,1,0.048279236
9,1977,1,0.056538051
10,1977,1,0.058942736
11,1977,1,0.05719519
12,1977,1,0.05410179
13,1977,1,0.051283085
14,1977,1,0.048969234
15,1977,1,0.046975985
16,1977,1,0.04523035
17,1977,1,0.043718227
18,1977,1,0.042430753
19,1977,1,0.041351829
20,1977,1,0.04045951
21,1977,1,0.0397295
22,1977,1,0.039137783
23,1977,1,0.038662188
24,1977,1,0.038282924
25,1977,1,0.037982874
26,1977,1,0.037747407
27,1977,1,0.037564221
28,1977,1,0.037423142
29,1977,1,0.037315791
30,1977,1,0.037235266
31,1977,1,0.03717598
32,1977,1,0.03713335
33,1977,1,0.037103733
34,1977,1,0.037084147
35,1977,1,0.03707226
36,1977,1,0.037066171
37,1977,1,0.037064414
38,1977,1,0.037064414
39,1977,1,0.037064414
40,1977,1,0.037064414
1,1978,1,0.000236005268
2,1978,1,0.00168496514
3,1978,1,0.0307752476
4,1978,1,0.1009438486
5,1978,1,0.079557283
6,1978,1,0.050806289
7,1978,1,0.049163431
8,1978,1,0.058325108
9,1978,1,0.064376476
10,1978,1,0.063399186
11,1978,1,0.05792685
12,1978,1,0.05210337
13,1978,1,0.047957003
14,1978,1,0.045209057
